,T/K,P/MPa,H2O(g),H2(g),H2S(g),HCl(g),HF(g),H(g),HCOOH(g;cis),HCOOH(g;trans),HCOOH(g),OH(g),O2(g),O(g),CO2(g),CH4(g),CO(g),COS(g),C(g),N2(g),NO(g),N(g),NH3(g),NaCl(g),Na(g),NaOH(g),KOH(g),SO2(g),SH(g),S2(g),SO(g),S(g),Fe(g),Fe(OH)2(g),FeO(g),FeOH(g),FeO2(g),Ni(g),NiS(g),NiOH(g),Ni(OH)2(g),Mn(g),MnH(g),SiO(g),SiO2(g),Si(g),PO(g),Mg(g),MgO(g),MgOH(g),Mg(OH)2(g),MgS(g),CrO2(g),Cr(OH)2(g),Cr(OH)3(g),AlO(g),AlOH(g),Al(g),Al(OH)3(g),Al(OH)2(g),AlOH(g).1,CaO(g),CaOH(g),Ca(g),Ca(OH)2(g),layer,temp.[K],press.[10^-6bar],altitude[cm],height.of.layer[cm],"conv.unstable?[1:yes,0:no]","conv.lapse-rate?[1:yes,0:no]",pl.eff.temp.[K],press.[MPa]
70,330.0,30.0,6.2078e-07,3.9829e-15,8.590200000000001e-19,1.0037e-14,9.8096e-27,4.3304e-41,8.484e-26,2.1779999999999997e-28,8.5138e-26,2.5014e-42,9.985899999999999e-59,2.3796e-67,1.511e-06,1.0067e-29,4.6428e-19,3.3636999999999997e-23,6.1238e-119,1.0,1.5779999999999998e-43,8.8784e-74,9.3172e-18,1.1809e-32,7.374e-56,4.8464e-48,7.6704e-49,2.4e-20,1.9443e-35,2.5181000000000002e-33,2.4653e-36,3.7629e-49,3.3386e-77,1.2231999999999998e-40,1.1934e-82,2.2583e-69,1.9563000000000001e-84,1.3434e-67,5.5996e-64,1.4803e-54,2.1077e-41,1.4739e-75,2.8075e-69,3.124e-92,4.0146999999999996e-89,2.9136e-148,3.13e-86,1.094e-85,2.9699e-97,1.5098999999999998e-79,1.3593999999999998e-53,2.4366999999999998e-88,2.0007e-82,2.2337e-64,6.3562e-56,1.4137e-120,1.4637e-88,7.6162e-132,1.1853e-39,5.4816e-78,1.4637e-88,4.1508e-120,4.8332e-95,1.6813e-112,1.7587e-67,69,325.168,223.502,175258000.0,1235570.0,0,0,,22.3502
71,320.0,10.0,7.8864e-07,3.3606e-15,4.619500000000001e-19,7.4104e-15,3.0631e-27,5.7419e-42,2.4544e-26,5.2261e-29,2.462e-26,2.4286e-43,2.7350999999999997e-60,3.9844e-69,1.826e-06,2.8143e-30,2.3348000000000004e-19,1.2132e-23,2.6044000000000004e-122,1.0,9.233e-45,7.047e-76,4.0892e-18,2.4396e-33,3.4926e-57,3.2797e-49,4.9023e-50,9.7205e-21,3.1383e-36,4.409e-34,3.363e-37,2.4081e-50,2.7724e-79,1.1002e-41,5.6414e-85,2.7254e-71,7.5247999999999995e-87,2.2034e-69,1.0427e-65,5.348400000000001e-56,1.7812e-42,1.5435000000000002e-77,4.1458e-71,7.7055e-95,1.2027999999999999e-91,1.4475e-152,1.1243e-88,5.3588e-88,5.1456e-100,9.055499999999999e-82,4.9057e-55,8.1097e-91,8.9991e-85,3.5731e-66,1.7492e-57,4.4236e-124,4.7e-91,1.2502e-135,1.1151999999999999e-40,3.2296e-80,4.7e-91,1.4914e-123,1.0216e-97,1.2855e-115,2.3834e-69,70,324.901,179.303,176493000.0,1234560.0,0,0,,17.9303
72,330.0,10.0,1.8624e-06,1.1949e-14,2.5771e-18,3.011e-14,2.9428999999999997e-26,1.2990999999999998e-40,2.5452000000000002e-25,6.5339999999999995e-28,2.5541000000000004e-25,7.5041e-42,2.9958e-58,7.1387e-67,4.533e-06,3.02e-29,1.3928e-18,1.0091e-22,1.8372e-118,0.99999,2.7332e-43,1.5378e-73,1.6138e-17,3.5427e-32,2.2122e-55,1.4539e-47,2.3011e-48,7.200000000000001e-20,5.833000000000001e-35,7.5543e-33,7.396e-36,1.1289e-48,1.0016e-76,3.6693999999999995e-40,3.5801e-82,6.775e-69,5.868900000000001e-84,4.0301e-67,1.6799e-63,4.4409e-54,6.3232e-41,4.4216e-75,8.4225e-69,9.372e-92,1.2043999999999999e-88,8.740999999999999e-148,9.390100000000001e-86,3.2822e-85,8.909800000000001e-97,4.5295999999999997e-79,4.0781e-53,7.310099999999999e-88,6.0021e-82,6.7012e-64,1.9069000000000002e-55,4.2412e-120,4.3912e-88,2.2848e-131,3.5558e-39,1.6445e-77,4.3912e-88,1.2452e-119,1.45e-94,5.0439e-112,5.2761e-67,71,325.768,143.845,177730000.0,1237850.0,0,0,,14.3845
73,330.0,10.0,1.8624e-06,1.1949e-14,2.5771e-18,3.011e-14,2.9428999999999997e-26,1.2990999999999998e-40,2.5452000000000002e-25,6.5339999999999995e-28,2.5541000000000004e-25,7.5041e-42,2.9958e-58,7.1387e-67,4.533e-06,3.02e-29,1.3928e-18,1.0091e-22,1.8372e-118,0.99999,2.7332e-43,1.5378e-73,1.6138e-17,3.5427e-32,2.2122e-55,1.4539e-47,2.3011e-48,7.200000000000001e-20,5.833000000000001e-35,7.5543e-33,7.396e-36,1.1289e-48,1.0016e-76,3.6693999999999995e-40,3.5801e-82,6.775e-69,5.868900000000001e-84,4.0301e-67,1.6799e-63,4.4409e-54,6.3232e-41,4.4216e-75,8.4225e-69,9.372e-92,1.2043999999999999e-88,8.740999999999999e-148,9.390100000000001e-86,3.2822e-85,8.909800000000001e-97,4.5295999999999997e-79,4.0781e-53,7.310099999999999e-88,6.0021e-82,6.7012e-64,1.9069000000000002e-55,4.2412e-120,4.3912e-88,2.2848e-131,3.5558e-39,1.6445e-77,4.3912e-88,1.2452e-119,1.45e-94,5.0439e-112,5.2761e-67,72,329.058,115.399,178974000.0,1250350.0,0,0,,11.5399
74,330.0,10.0,1.8624e-06,1.1949e-14,2.5771e-18,3.011e-14,2.9428999999999997e-26,1.2990999999999998e-40,2.5452000000000002e-25,6.5339999999999995e-28,2.5541000000000004e-25,7.5041e-42,2.9958e-58,7.1387e-67,4.533e-06,3.02e-29,1.3928e-18,1.0091e-22,1.8372e-118,0.99999,2.7332e-43,1.5378e-73,1.6138e-17,3.5427e-32,2.2122e-55,1.4539e-47,2.3011e-48,7.200000000000001e-20,5.833000000000001e-35,7.5543e-33,7.396e-36,1.1289e-48,1.0016e-76,3.6693999999999995e-40,3.5801e-82,6.775e-69,5.868900000000001e-84,4.0301e-67,1.6799e-63,4.4409e-54,6.3232e-41,4.4216e-75,8.4225e-69,9.372e-92,1.2043999999999999e-88,8.740999999999999e-148,9.390100000000001e-86,3.2822e-85,8.909800000000001e-97,4.5295999999999997e-79,4.0781e-53,7.310099999999999e-88,6.0021e-82,6.7012e-64,1.9069000000000002e-55,4.2412e-120,4.3912e-88,2.2848e-131,3.5558e-39,1.6445e-77,4.3912e-88,1.2452e-119,1.45e-94,5.0439e-112,5.2761e-67,73,333.785,92.5779,180233000.0,1268310.0,0,0,,9.25779
75,340.0,10.0,4.1786e-06,3.945e-14,1.2985e-17,1.1258e-13,2.4740000000000003e-25,2.4489e-39,2.2957000000000002e-24,7.0281e-27,2.3048e-24,1.8954999999999997e-40,2.4891e-56,9.432799999999999e-65,1.0663e-05,2.8116e-28,7.4824e-18,7.4097e-22,7.702700000000001e-115,0.99998,6.6293e-42,2.4462000000000002e-71,5.8656e-17,4.3895e-31,1.0972e-53,5.1548e-46,8.6129e-47,4.7373e-19,9.1323e-34,1.0950000000000001e-31,1.3559e-34,4.2231e-47,2.5571e-74,9.9563e-39,1.5528e-79,1.2165999999999998e-66,3.0878e-81,5.421199999999999e-65,2.0042e-61,2.8413e-52,1.8184e-39,9.0738e-73,1.2503e-66,7.5041e-89,8.0312e-86,2.7638e-143,5.2798000000000004e-83,1.3776e-82,9.9422e-94,1.5713e-76,2.615e-51,4.4129e-85,2.7256e-79,9.221500000000001e-62,1.5747e-53,2.3695e-116,2.742e-85,2.344e-127,9.235399999999999e-38,5.7958e-75,2.742e-85,6.1052e-116,1.3416e-91,1.2153e-108,8.4975e-65,74,337.772,74.27,181509000.0,1283460.0,0,0,,7.427
76,340.0,3.0,1.3929e-05,1.315e-13,4.3283e-17,3.7528e-13,8.246800000000001e-25,8.1629e-39,7.6524e-24,2.3427e-26,7.6827e-24,6.3183e-40,8.297e-56,3.1443000000000004e-64,3.5545e-05,9.371899999999999e-28,2.4942e-17,2.4699e-21,2.5676e-114,0.99995,1.2103000000000002e-41,4.466e-71,1.0709e-16,1.4632e-30,3.6572999999999996e-53,1.7183e-45,2.8709999999999997e-46,1.5791e-18,3.0441000000000003e-33,3.6502e-31,4.5198e-34,1.4076999999999998e-46,8.5237e-74,3.3188e-38,5.1757999999999997e-79,4.0554e-66,1.0293e-80,1.8071e-64,6.6807e-61,9.470999999999999e-52,6.0613e-39,3.0245999999999996e-72,4.1677999999999995e-66,2.5014e-88,2.677e-85,9.212600000000001e-143,1.7599e-82,4.5922e-82,3.3140999999999997e-93,5.2376e-76,8.7167e-51,1.471e-84,9.085399999999999e-79,3.0738e-61,5.249e-53,7.898200000000001e-116,9.1399e-85,7.8134e-127,3.0785e-37,1.9319e-74,9.1399e-85,2.0351000000000003e-115,4.472e-91,4.051000000000001e-108,2.8325e-64,75,342.718,59.5826,182802000.0,1302250.0,0,0,,5.95826
77,350.0,3.0,2.9822e-05,4.0571e-13,1.987e-16,1.3003e-12,6.1354000000000004e-24,1.3022e-37,6.0759e-23,2.1961e-25,6.1031e-23,1.3272999999999998e-38,5.3542e-54,3.1449e-62,7.9595e-05,7.662800000000001e-27,1.2174e-16,1.6182e-20,6.690099999999999e-111,0.99989,2.4463999999999997e-40,5.3208e-69,3.6103e-16,1.5678e-29,1.4505e-51,4.9664e-44,8.736700000000001e-45,9.3231e-18,4.0738e-32,4.5411000000000004e-30,7.016000000000001e-33,4.2845e-45,1.5844e-71,7.4559e-37,1.585e-76,5.4095e-64,3.7784e-78,1.8355000000000002e-62,6.0564e-59,4.774499999999999e-50,1.4377e-37,4.5754e-70,4.6448000000000005e-64,1.3665e-85,1.2307999999999999e-82,1.6121e-138,6.892e-80,1.3645e-79,2.4747e-90,1.3001e-73,4.4082e-49,6.155e-82,2.9034e-76,3.1874e-59,3.3628e-51,2.6931e-112,3.9486e-82,4.7277e-123,6.6285e-36,4.864e-72,3.9486e-82,6.1328e-112,2.7982999999999997e-88,6.25e-105,3.4106000000000003e-62,76,348.831,47.7998,184116000.0,1325480.0,0,0,,4.77998
78,360.0,3.0,6.1168e-05,1.1763e-12,8.3758e-16,4.2011e-12,4.0801e-23,1.7823999999999998e-36,4.2921e-22,1.8148e-24,4.3137e-22,2.3546999999999998e-37,2.7404999999999997e-52,2.4366999999999998e-60,0.00017036,5.5628e-26,5.4419e-16,9.5506e-20,1.1271e-107,0.99977,4.1839e-39,4.8634999999999995e-67,1.1361e-15,1.4702e-28,4.686899999999999e-50,1.1902e-42,2.1992e-43,4.9838e-17,4.7214e-31,4.9110000000000004e-29,9.3501e-32,1.0792999999999999e-43,2.2017000000000002e-69,1.4088e-35,3.5279e-74,5.494e-62,9.9719e-76,1.441e-60,4.2686000000000004e-57,1.9345e-48,2.8579999999999998e-36,5.2338e-68,3.9801e-62,5.2584e-83,4.0238999999999994e-80,1.64e-134,1.9372e-77,2.9538000000000002e-77,1.2787e-87,2.3748e-71,1.7932e-47,1.8406e-79,6.7235e-74,2.55e-57,1.7072000000000001e-49,5.8401e-109,1.217e-79,1.7632e-119,1.2019e-34,8.9968e-70,1.217e-79,1.1831e-108,1.2234e-85,6.408399999999999e-102,3.1456e-60,77,355.458,38.3471,185454000.0,1350660.0,0,0,,3.8347099999999994
79,360.0,3.0,6.1168e-05,1.1763e-12,8.3758e-16,4.2011e-12,4.0801e-23,1.7823999999999998e-36,4.2921e-22,1.8148e-24,4.3137e-22,2.3546999999999998e-37,2.7404999999999997e-52,2.4366999999999998e-60,0.00017036,5.5628e-26,5.4419e-16,9.5506e-20,1.1271e-107,0.99977,4.1839e-39,4.8634999999999995e-67,1.1361e-15,1.4702e-28,4.686899999999999e-50,1.1902e-42,2.1992e-43,4.9838e-17,4.7214e-31,4.9110000000000004e-29,9.3501e-32,1.0792999999999999e-43,2.2017000000000002e-69,1.4088e-35,3.5279e-74,5.494e-62,9.9719e-76,1.441e-60,4.2686000000000004e-57,1.9345e-48,2.8579999999999998e-36,5.2338e-68,3.9801e-62,5.2584e-83,4.0238999999999994e-80,1.64e-134,1.9372e-77,2.9538000000000002e-77,1.2787e-87,2.3748e-71,1.7932e-47,1.8406e-79,6.7235e-74,2.55e-57,1.7072000000000001e-49,5.8401e-109,1.217e-79,1.7632e-119,1.2019e-34,8.9968e-70,1.217e-79,1.1831e-108,1.2234e-85,6.408399999999999e-102,3.1456e-60,78,362.972,30.7637,186819000.0,1379220.0,0,0,,3.07637
80,370.0,3.0,0.0001206,3.2209e-12,3.2644e-15,1.2726e-11,2.4472e-22,2.1196000000000001e-35,2.7232999999999997e-21,1.3357e-23,2.7387e-21,3.5761e-36,1.1336e-50,1.4931e-58,0.00034979,3.6204000000000005e-25,2.2437e-15,5.1206e-19,1.2718999999999999e-104,0.99953,6.1362e-38,3.4844e-65,3.3555e-15,1.2197000000000001e-27,1.2544e-48,2.4014000000000004e-41,4.6497e-42,2.4317e-16,4.7943000000000004e-30,4.6695e-28,1.0830000000000001e-30,2.2851e-42,2.3416999999999998e-67,2.2703e-34,5.856999999999999e-72,4.3432e-60,1.9435e-73,8.929499999999999e-59,2.3873e-55,6.4118e-47,4.83e-35,4.6311999999999995e-66,2.679e-60,1.4661999999999998e-80,9.617e-78,1.0136e-130,4.0149e-75,4.7802e-75,4.7104000000000003e-85,3.272e-69,5.971999999999999e-46,4.0424e-77,1.1582e-71,1.6075e-55,6.9982e-48,8.3555e-106,2.7503000000000002e-77,4.2152e-116,1.8608000000000002e-33,1.2535e-67,2.7503000000000002e-77,1.5147e-105,3.8475e-83,4.5141e-99,2.2706e-58,79,371.526,24.68,188214000.0,1411720.0,0,0,,2.468
81,380.0,1.0,0.00068778,2.5101e-11,3.5511e-14,1.0898e-10,4.0036999999999995e-21,6.6424e-34,4.6955e-20,2.6508e-22,4.7254e-20,1.412e-34,1.1559e-48,2.211e-56,0.0020736,6.3925e-24,2.576e-14,7.5392e-18,2.9767e-101,0.99724,1.3517e-36,3.4516e-63,1.6178e-14,2.7112e-26,8.4686e-47,1.2403e-39,2.5116e-40,3.2721e-15,1.293e-28,1.1831e-26,3.3076e-29,1.2367e-40,5.8414e-65,9.478600000000001e-33,2.2267e-69,8.177799999999999e-58,8.594200000000001e-71,1.3349e-56,3.2369e-53,5.2988e-45,2.1084000000000002e-33,9.7049e-64,4.3314e-58,9.1166e-78,5.1666e-75,1.1874e-126,1.8854e-72,1.7752e-72,3.8117e-82,1.0431999999999999e-66,4.9619e-44,2.0044e-74,4.5578e-69,2.441e-53,7.068099999999999e-46,2.4450999999999996e-102,1.4011e-74,2.0073e-112,7.4732e-32,4.0362999999999995e-65,1.4011e-74,3.9885e-102,2.6798999999999998e-80,6.751e-96,3.9234000000000003e-56,80,379.952,19.7993,189642000.0,1443740.0,0,0,,1.9799299999999997
82,390.0,1.0,0.0012642,6.2108e-11,1.2046e-13,2.9443e-10,1.9996000000000002e-20,6.1561000000000004e-33,2.4633000000000003e-19,1.5891999999999998e-21,2.4808000000000004e-19,1.6282e-33,3.2779e-47,8.938600000000001e-55,0.0039549,3.429e-23,9.2028e-14,3.4101e-17,1.6517000000000002e-98,0.99478,1.5084e-35,1.6047000000000002e-61,4.2669e-14,1.8098e-25,1.6237e-45,1.8443999999999999e-38,3.8987e-39,1.358e-14,1.0388e-27,8.9568e-26,2.9887e-28,1.9244e-39,3.8697e-63,1.1521000000000001e-31,2.1991e-67,4.1477000000000005e-56,9.7895e-69,5.4391e-55,1.2018e-51,1.2303999999999999e-43,2.672e-32,5.45e-62,1.9013000000000002e-56,1.4368e-75,7.0883e-73,3.0352000000000005e-123,2.2777e-70,1.716e-70,7.711499999999999e-80,8.7232e-65,1.1591e-42,2.5486e-72,4.6493e-67,1.009e-51,1.9840999999999999e-44,1.6748e-99,1.8278e-72,2.1834e-109,8.7472e-31,3.405e-63,1.8278e-72,2.4708e-99,4.7023e-78,2.446e-93,1.8346000000000002e-54,81,387.331,15.8839,191100000.0,1471780.0,0,0,,1.58839
83,390.0,1.0,0.0012642,6.2108e-11,1.2046e-13,2.9443e-10,1.9996000000000002e-20,6.1561000000000004e-33,2.4633000000000003e-19,1.5891999999999998e-21,2.4808000000000004e-19,1.6282e-33,3.2779e-47,8.938600000000001e-55,0.0039549,3.429e-23,9.2028e-14,3.4101e-17,1.6517000000000002e-98,0.99478,1.5084e-35,1.6047000000000002e-61,4.2669e-14,1.8098e-25,1.6237e-45,1.8443999999999999e-38,3.8987e-39,1.358e-14,1.0388e-27,8.9568e-26,2.9887e-28,1.9244e-39,3.8697e-63,1.1521000000000001e-31,2.1991e-67,4.1477000000000005e-56,9.7895e-69,5.4391e-55,1.2018e-51,1.2303999999999999e-43,2.672e-32,5.45e-62,1.9013000000000002e-56,1.4368e-75,7.0883e-73,3.0352000000000005e-123,2.2777e-70,1.716e-70,7.711499999999999e-80,8.7232e-65,1.1591e-42,2.5486e-72,4.6493e-67,1.009e-51,1.9840999999999999e-44,1.6748e-99,1.8278e-72,2.1834e-109,8.7472e-31,3.405e-63,1.8278e-72,2.4708e-99,4.7023e-78,2.446e-93,1.8346000000000002e-54,82,394.504,12.7427,192585000.0,1499030.0,0,0,,1.27427
84,400.0,1.0,0.0022523,1.469e-10,3.8423e-13,7.5606e-10,9.205600000000001e-20,5.1074e-32,1.1876e-18,8.6976e-21,1.197e-18,1.6612e-32,7.860099999999999e-46,3.0043e-53,0.0073,1.6880999999999998e-22,3.085e-13,1.4303e-16,6.6869e-96,0.99045,1.4903e-34,6.154e-60,1.0698e-13,1.0969000000000001e-24,2.6845e-44,2.3952e-37,5.2758e-38,5.2451e-14,7.5213e-27,6.1287e-25,2.4185e-27,2.612e-38,2.0775e-61,1.2353e-30,1.7245999999999998e-65,1.7274e-54,8.785199999999999e-67,1.8397999999999999e-53,3.7202999999999995e-50,2.4395e-42,2.9797e-31,2.5011999999999997e-60,6.9035e-55,1.7577e-73,7.6002e-71,5.2424000000000006e-120,2.1653e-68,1.3195e-68,1.1956e-77,5.8438e-63,2.3130000000000004e-41,2.5424e-70,3.7585999999999996e-65,3.4584e-50,4.7078e-43,8.272400000000001e-97,1.8681e-70,1.6743e-106,9.0424e-30,2.2988e-61,1.8681e-70,1.1088e-96,6.3676e-76,6.5972e-91,7.0745e-53,83,401.161,10.2228,194097000.0,1524330.0,0,0,,1.02228
85,410.0,1.0,0.0038982,3.3326e-10,1.1575e-12,1.8519e-09,3.9298000000000004e-19,3.8239e-31,5.2948e-18,4.375e-20,5.3414e-18,1.5132e-31,1.6134e-44,8.508399999999999e-52,0.013071,7.675399999999999e-22,9.7486e-13,5.594e-16,2.0214e-93,0.98303,1.3142000000000001e-33,1.9729999999999998e-58,2.5574e-13,6.0789000000000005e-24,3.8691e-43,2.7432999999999998e-36,6.286e-37,1.8953e-13,4.9453e-26,3.8186000000000004e-24,1.767e-26,3.1233e-37,9.179e-60,1.1792000000000001e-29,1.0922e-63,5.992399999999999e-53,6.320699999999999e-65,5.2370999999999994e-52,9.73e-49,4.1775e-41,2.9511000000000002e-30,9.5207e-59,2.1024999999999997e-53,1.7002000000000001e-71,6.4846e-69,6.2964e-117,1.6483999999999998e-66,8.208e-67,1.4486e-75,3.1876e-61,3.988399999999999e-40,2.0256e-68,2.4494e-63,9.9648e-49,9.559e-42,3.0178e-94,1.5230000000000001e-68,9.2861e-104,8.331200000000001e-29,1.2624e-59,1.5230000000000001e-68,3.6913e-94,6.7819e-74,1.3536e-88,2.2815e-51,84,405.99,8.20117,195630000.0,1542680.0,0,0,,0.8201169999999999
86,410.0,1.0,0.0038982,3.3326e-10,1.1575e-12,1.8519e-09,3.9298000000000004e-19,3.8239e-31,5.2948e-18,4.375e-20,5.3414e-18,1.5132e-31,1.6134e-44,8.508399999999999e-52,0.013071,7.675399999999999e-22,9.7486e-13,5.594e-16,2.0214e-93,0.98303,1.3142000000000001e-33,1.9729999999999998e-58,2.5574e-13,6.0789000000000005e-24,3.8691e-43,2.7432999999999998e-36,6.286e-37,1.8953e-13,4.9453e-26,3.8186000000000004e-24,1.767e-26,3.1233e-37,9.179e-60,1.1792000000000001e-29,1.0922e-63,5.992399999999999e-53,6.320699999999999e-65,5.2370999999999994e-52,9.73e-49,4.1775e-41,2.9511000000000002e-30,9.5207e-59,2.1024999999999997e-53,1.7002000000000001e-71,6.4846e-69,6.2964e-117,1.6483999999999998e-66,8.208e-67,1.4486e-75,3.1876e-61,3.988399999999999e-40,2.0256e-68,2.4494e-63,9.9648e-49,9.559e-42,3.0178e-94,1.5230000000000001e-68,9.2861e-104,8.331200000000001e-29,1.2624e-59,1.5230000000000001e-68,3.6913e-94,6.7819e-74,1.3536e-88,2.2815e-51,85,409.753,6.57933,197180000.0,1556970.0,0,0,,0.657933
87,410.0,0.3,0.012994,1.1108e-09,3.8585e-12,6.1731e-09,1.31e-18,1.2746e-30,1.7649e-17,1.4583000000000002e-19,1.7805e-17,5.0441e-31,5.378e-44,2.8361e-51,0.04357,2.5584999999999998e-21,3.2496e-12,1.8647e-15,6.7379e-93,0.94344,2.3505e-33,3.5289999999999995e-58,4.5741e-13,2.0263e-23,1.2897e-42,9.1443e-36,2.0953e-36,6.3178e-13,1.6484e-25,1.2729e-23,5.889999999999999e-26,1.0410999999999999e-36,3.0596e-59,3.9306000000000003e-29,3.6406000000000003e-63,1.9975e-52,2.1069e-64,1.7457e-51,3.2434e-48,1.3924999999999998e-40,9.837e-30,3.1735999999999997e-58,7.0081999999999995e-53,5.6673e-71,2.1615e-68,2.0988e-116,5.494799999999999e-66,2.7359999999999995e-66,4.8287000000000005e-75,1.0624999999999999e-60,1.3295e-39,6.7519e-68,8.1648e-63,3.3216e-48,3.1864000000000003e-41,1.0058999999999999e-93,5.0768000000000005e-68,3.0954e-103,2.7771e-28,4.2082e-59,5.0768000000000005e-68,1.2303999999999998e-93,2.2606e-73,4.5117999999999996e-88,7.6049e-51,86,412.809,5.27823,198743000.0,1568590.0,0,0,,0.527823
88,420.0,0.3,0.021892,2.424e-09,1.1024e-11,1.4472e-08,5.2132e-18,8.6752e-30,7.3174e-17,6.782700000000001e-19,7.3888e-17,4.135e-30,9.5547e-43,6.851199999999999e-50,0.075843,1.0806000000000001e-20,9.7208e-12,6.8344e-15,1.5528e-90,0.90226,1.8335e-32,9.4182e-57,1.0284e-12,1.0332999999999999e-22,1.6363000000000002e-41,9.319300000000001e-35,2.2181e-35,2.146e-12,9.910300000000001e-25,7.270399999999999e-23,3.9136e-25,1.1067e-35,1.1281000000000001e-57,3.3681e-28,1.8906e-61,5.8482e-51,1.2346e-62,4.2333999999999996e-50,7.2538e-47,2.0811e-39,8.7259e-29,1.0155000000000001e-56,1.8129e-51,4.408e-69,1.4917e-66,1.799e-113,3.4036000000000004e-64,1.3978e-64,4.6531e-73,4.7887e-59,2.0016e-38,4.366e-66,4.3561000000000004e-61,8.1459e-47,5.5983e-40,2.7696e-91,3.3552999999999996e-66,1.2708e-100,2.2992e-27,1.9079e-57,3.3552999999999996e-66,3.1038e-91,1.9265e-71,7.1809e-86,2.0774000000000002e-49,87,415.106,4.23442,200316000.0,1577320.0,0,0,,0.423442
89,420.0,0.3,0.021892,2.424e-09,1.1024e-11,1.4472e-08,5.2132e-18,8.6752e-30,7.3174e-17,6.782700000000001e-19,7.3888e-17,4.135e-30,9.5547e-43,6.851199999999999e-50,0.075843,1.0806000000000001e-20,9.7208e-12,6.8344e-15,1.5528e-90,0.90226,1.8335e-32,9.4182e-57,1.0284e-12,1.0332999999999999e-22,1.6363000000000002e-41,9.319300000000001e-35,2.2181e-35,2.146e-12,9.910300000000001e-25,7.270399999999999e-23,3.9136e-25,1.1067e-35,1.1281000000000001e-57,3.3681e-28,1.8906e-61,5.8482e-51,1.2346e-62,4.2333999999999996e-50,7.2538e-47,2.0811e-39,8.7259e-29,1.0155000000000001e-56,1.8129e-51,4.408e-69,1.4917e-66,1.799e-113,3.4036000000000004e-64,1.3978e-64,4.6531e-73,4.7887e-59,2.0016e-38,4.366e-66,4.3561000000000004e-61,8.1459e-47,5.5983e-40,2.7696e-91,3.3552999999999996e-66,1.2708e-100,2.2992e-27,1.9079e-57,3.3552999999999996e-66,3.1038e-91,1.9265e-71,7.1809e-86,2.0774000000000002e-49,88,416.667,3.39704,201896000.0,1583250.0,0,0,,0.339704
90,420.0,0.3,0.021892,2.424e-09,1.1024e-11,1.4472e-08,5.2132e-18,8.6752e-30,7.3174e-17,6.782700000000001e-19,7.3888e-17,4.135e-30,9.5547e-43,6.851199999999999e-50,0.075843,1.0806000000000001e-20,9.7208e-12,6.8344e-15,1.5528e-90,0.90226,1.8335e-32,9.4182e-57,1.0284e-12,1.0332999999999999e-22,1.6363000000000002e-41,9.319300000000001e-35,2.2181e-35,2.146e-12,9.910300000000001e-25,7.270399999999999e-23,3.9136e-25,1.1067e-35,1.1281000000000001e-57,3.3681e-28,1.8906e-61,5.8482e-51,1.2346e-62,4.2333999999999996e-50,7.2538e-47,2.0811e-39,8.7259e-29,1.0155000000000001e-56,1.8129e-51,4.408e-69,1.4917e-66,1.799e-113,3.4036000000000004e-64,1.3978e-64,4.6531e-73,4.7887e-59,2.0016e-38,4.366e-66,4.3561000000000004e-61,8.1459e-47,5.5983e-40,2.7696e-91,3.3552999999999996e-66,1.2708e-100,2.2992e-27,1.9079e-57,3.3552999999999996e-66,3.1038e-91,1.9265e-71,7.1809e-86,2.0774000000000002e-49,89,417.613,2.72525,203481000.0,1586840.0,0,0,,0.272525
91,420.0,0.3,0.021892,2.424e-09,1.1024e-11,1.4472e-08,5.2132e-18,8.6752e-30,7.3174e-17,6.782700000000001e-19,7.3888e-17,4.135e-30,9.5547e-43,6.851199999999999e-50,0.075843,1.0806000000000001e-20,9.7208e-12,6.8344e-15,1.5528e-90,0.90226,1.8335e-32,9.4182e-57,1.0284e-12,1.0332999999999999e-22,1.6363000000000002e-41,9.319300000000001e-35,2.2181e-35,2.146e-12,9.910300000000001e-25,7.270399999999999e-23,3.9136e-25,1.1067e-35,1.1281000000000001e-57,3.3681e-28,1.8906e-61,5.8482e-51,1.2346e-62,4.2333999999999996e-50,7.2538e-47,2.0811e-39,8.7259e-29,1.0155000000000001e-56,1.8129e-51,4.408e-69,1.4917e-66,1.799e-113,3.4036000000000004e-64,1.3978e-64,4.6531e-73,4.7887e-59,2.0016e-38,4.366e-66,4.3561000000000004e-61,8.1459e-47,5.5983e-40,2.7696e-91,3.3552999999999996e-66,1.2708e-100,2.2992e-27,1.9079e-57,3.3552999999999996e-66,3.1038e-91,1.9265e-71,7.1809e-86,2.0774000000000002e-49,90,417.92,2.18632,205069000.0,1588010.0,0,0,,0.21863199999999997
